3
STEP,0,8,15360
7.971771,6.063171
2.684128,9.646545
-3.693832,9.298340
-8.559921,5.160614
-9.928818,-1.078430
-7.241989,-6.873306
-1.595673,-9.859726
4.706467,-8.819244
9.093185,-4.176361
9.774704,2.174637
6.472992,7.642563
0.535110,9.996536
-5.616302,8.276138
-9.471481,3.183289
-9.457550,-3.204163
-5.580185,-8.280136
0.578674,-9.973679
6.506226,-7.593826
9.784058,-2.111542
9.074829,4.236420
4.667892,8.860107
-1.638733,9.873093
-7.271957,6.862076
-9.933472,1.055527
-8.537369,-5.177490
-3.653259,-9.293930
2.726151,-9.614319
7.998108,-6.007904
10.011658,0.053879
7.945282,6.097855
2.642059,9.658112
-3.734314,9.282074
-8.582321,5.123169
-9.923965,-1.121796
-7.211884,-6.904892
-1.552597,-9.866638
4.744949,-8.798676
9.111359,-4.136688
9.765167,2.217209
6.439621,7.670685
0.491531,9.998718
-5.652313,8.251495
-9.485245,3.141876
-9.443436,-3.245438
-5.543961,-8.304459
0.622238,-9.971115
6.539352,-7.565414
9.793228,-2.068878
9.056305,4.275925
4.629242,8.880341
-1.681747,9.865799
-7.301788,6.830215
-9.937943,1.012115
-8.514648,-5.214752
-3.612625,-9.309845
2.768127,-9.602371
8.024292,-5.973007
10.011368,0.097504
7.918640,6.132416
2.599945,9.669495
-1.767685,9.850647
-5.795273,8.151398
-8.713211,4.896454
-9.963898,0.707809
-9.308334,-3.614136
-6.871796,-7.243500
-3.119888,-9.486755
1.230438,-9.915222
5.347900,-8.447037
8.445663,-5.362762
9.931793,-1.251755
9.522308,3.100403
7.295456,6.862076
3.676758,9.314407
-0.642288,9.988831
-4.836349,8.756439
-8.103989,5.852737
-9.820801,1.832596
-9.658707,-2.535782
-7.648697,-6.417633
-4.174850,-9.071198
0.099014,-9.989380
4.356201,-8.996750
7.783203,-6.282959
9.725174,-2.366623
9.810989,2.003922
8.024292,5.993484
4.706467,8.839722
0.491531,9.998718
-3.815079,9.249039
-8.626602,5.047974
-9.913712,-1.208450
-7.151276,-6.967667
-1.466339,-9.879913
4.821640,-8.757034
9.147202,-4.057129
9.745544,2.302246
6.372528,7.726486
0.404343,10.002533
-5.724014,8.201752
-9.512207,3.058884
-9.414673,-3.327835
-5.471176,-8.352615
0.709320,-9.965408
6.605209,-7.508163
9.810989,-1.983444
9.018738,4.354691
4.551651,8.920303
-1.767685,9.850647
-7.361023,6.766144
-9.946304,0.925262
-8.468735,-5.288956
-3.531158,-9.341110
2.851898,-9.577957
8.076202,-5.902863
10.010223,0.184769
7.864914,6.201172
2.515549,9.691711
-3.855362,9.232254
-8.648499,5.010239
-9.953903,0.838318
-9.354965,-3.491837
-6.966156,-7.152786
-3.243927,-9.444946
1.100418,-9.930328
5.236740,-8.516159
8.374603,-5.472687
9.914429,-1.381485
9.561951,2.975647
7.384521,6.766144
3.798233,9.265640
-0.511612,9.996536
-4.721451,8.819153
-8.026825,5.958466
-9.796097,1.961136
-9.691208,-2.408981
-7.732178,-6.316818
-4.293365,-9.015610
-0.031891,-9.989670
4.237930,-9.052841
7.700165,-6.384155
9.693222,-2.493561
9.836258,1.875473
8.101913,5.888092
4.821640,8.777512
0.622238,9.991592
-3.693832,9.298340
-7.301788,6.830215
-9.512207,3.058884
-9.902695,-1.295029
-8.398636,-5.399506
-5.287445,-8.470245
-1.163620,-9.920441
3.184799,-9.472992
6.926880,-7.213394
9.347549,-3.573441
9.984253,0.751328
8.715302,4.934479
5.783203,8.176651
1.748230,9.858322
-2.618561,9.658112
-6.482727,7.614304
-9.105865,4.117432
-9.986725,-0.164291
-8.956985,-4.412643
-6.213394,-7.815842
-2.280258,-9.723557
2.090866,-9.771240
6.064682,-7.949783
8.881851,-4.607254
10.004044,-0.382355
9.216797,3.917557
6.670563,7.470810
2.851898,9.598434
-1.509491,9.893860
-5.580185,8.300613
-8.582321,5.123169
-9.942215,0.968689
-9.400009,-3.368927
-7.059326,-7.060837
-3.367416,-9.401520
0.970200,-9.943726
5.124680,-8.583832
8.302124,-5.581696
9.895370,-1.511002
9.599945,2.850388
7.472321,6.669052
3.919067,9.215286
-0.380844,10.002533
-4.605743,8.880341
-7.948273,6.063171
-9.769730,2.089355
-9.722046,-2.281769
-7.814331,-6.214905
-4.411133,-8.958496
-0.162781,-9.988235
4.118942,-9.107376
7.615814,-6.484238
9.659622,-2.620071
9.859833,1.746719
8.178162,5.781693
4.935989,8.713791
0.752838,9.982742
-3.571930,9.346039
-7.211884,6.925369
-9.471481,3.183289
-9.918930,-1.165131
-8.468735,-5.288956
-5.397995,-8.400146
-1.293518,-9.904205
3.060394,-9.513718
6.831726,-7.303299
9.299850,-3.695343
9.993103,0.620728
8.779022,4.820129
5.889603,8.100403
1.876984,9.834747
-2.492050,9.691711
-6.382645,7.698654
-9.051331,4.236420
-9.988159,-0.033401
-9.014099,-4.294876
-6.315308,-7.733688
-2.407471,-9.692719
1.962646,-9.797607
5.959976,-8.028336
8.820663,-4.722961
9.998047,-0.513123
9.267151,3.796722
6.767654,7.383011
2.977158,9.560440
-1.379974,9.912918
-5.471176,8.373093
-8.514648,5.235229
-9.928818,1.098907
-9.443436,-3.245438
-7.151276,-6.967667
-3.490326,-9.356476
0.839828,-9.955414
5.011749,-8.650009
9.233765,-3.856873
9.693222,2.514038
6.202682,7.863403
0.186279,10.008713
-5.901352,8.074692
-9.576447,2.850388
-9.339600,-3.532669
-5.287445,-8.470245
0.926773,-9.947815
6.767654,-7.362534
9.852158,-1.769196
8.921814,4.550140
4.356201,9.017227
-1.981934,9.809479
-7.506653,6.603699
-9.963898,0.707809
-8.351105,-5.472687
-3.326324,-9.416183
3.060394,-9.513718
8.203262,-5.725525
10.004044,0.402832
7.727997,6.371017
2.303757,9.744034
-4.055618,9.145691
-8.755524,4.820129
-9.878403,-1.467850
-6.966156,-7.152786
-1.206940,-9.915222
5.049484,-8.628113
9.250549,-3.816589
9.682205,2.556259
6.168365,7.890350
0.142639,10.009384
-5.936478,8.048813
-9.588745,2.808533
-9.324051,-3.573441
-5.250397,-8.493286
0.970200,-9.943726
6.799759,-7.332993
9.859833,-1.726242
8.901917,4.588974
4.316864,9.036087
-2.024673,9.800690
-7.535339,6.570831
-9.966843,0.664276
-8.327103,-5.509125
-3.285156,-9.430649
3.101913,-9.500320
8.228226,-5.689728
10.002228,0.446426
7.700165,6.404633
2.261261,9.753937
-4.095444,9.127853
-8.776428,4.781830
-9.871872,-1.511002
-6.934830,-7.183167
-1.163620,-9.920441
5.087128,-8.606049
9.267151,-3.776245
9.671005,2.598434
7.644073,6.471481
4.158676,9.109848
-0.119141,10.009384
-4.371964,8.998184
-7.787094,6.269470
-9.711945,2.344696
-9.778702,-2.026184
-7.974609,-6.007904
-4.644394,-8.839630
-0.424438,-9.980240
3.878860,-9.211777
7.443192,-6.681061
9.587463,-2.871719
9.901901,1.488327
8.326447,5.565948
5.162125,8.581909
1.013626,9.959930
-3.326324,9.436661
-7.028397,7.112091
-9.385178,3.430435
-9.946304,-0.904785
-8.604538,-5.065140
-5.616302,-8.255661
-1.552597,-9.866638
2.810043,-9.590256
6.637955,-7.479324
9.199661,-3.937195
10.005661,0.359238
8.901917,4.588974
6.099365,7.943771
0.055389,10.010147
-6.006393,7.996597
-9.612808,2.724640
-9.292419,-3.654770
-5.175980,-8.538879
1.057037,-9.934982
6.863586,-7.273468
9.874603,-1.640244
8.861618,4.666382
4.237930,9.073318
-2.110031,9.782547
-7.592316,6.504715
-9.972168,0.577164
-8.278625,-5.581696
-3.202652,-9.459061
3.184799,-9.472992
8.277649,-5.617813
9.998047,0.533600
7.644073,6.471481
2.176147,9.773193
-4.174850,9.091675
